Review_Date,Reviewer_Nationality,negative,positive,score
02/11/2020, United Kingdom ,No Negative, The hotel was in a perfect position for our needs The staff were most helpful gluten free food for my husband was provided It was totally quiet in our very comfortable room Nothing was too much trouble In spite of renovations ongoing about which we did not know it was not intrusive ,10
02/11/2020, United Kingdom , D cor was looking tired , Ideally located for Hyde Park and Piccadilly Quiet location off Park Lane Friendly helpful staff Hotel has a small bar and served a good breakfast ,7.1
02/11/2020, Luxembourg , Busy and crowded reception lobby bar restaurant area , Location Hip hotel ,7.5
02/11/2020, Russia , the restaurant is too noisy , Design location,8.8
02/11/2020, United States of America , Nothing Everything was perfect , Just a great hotel beautiful clean comfortable and perfectly located ,10
02/11/2020, United Kingdom ,No Negative, Great location friendly staff comfy rooms Lovely stay ,9.6
02/11/2020, United Kingdom ,No Negative, Location and parking,8
01/11/2020, United Kingdom ,No Negative, Proximity to meeting place quiet comfortable,8.8
01/11/2020, United Kingdom ,No Negative, location and breakfast view from room 303,8.8
01/11/2020, United Kingdom , It would have been a help to have the tissues replaced in the bathroom however my wife purchased her own , A clean welcoming hotel with an excellent choice of breakfast ,7.9
01/11/2020, United Kingdom , Absolutely nothing , The staff were very friendly and polite as well as quick I ordered fresh milk for my coffee from Guest Services and they delivered it within 3 minutes And they were efficient throughout ,9.6
01/11/2020, United States of America , The rooms were VERY VERY small We could barely fit one suitcase in the room let alone two ,No Positive,7.1
01/11/2020, United Kingdom , Nothing, Everything,8.8
01/11/2020, Germany , The door to the shower was a bit of a problem as no matter what we did the water still ran out and there was a flood on the bathroom floor Difficult to adjust air conditioning , Generous sized room by London standards with a sofa on a little raised gallery Very comfy bed ,10
01/11/2020, Jersey , Somewhat tired,No Positive,5.4
01/11/2020, United Kingdom ,No Negative, The Room The Breakfast The Staff Earls Court Station The Buses,9.6
31/10/2020, United Kingdom ,No Negative, Location was perfect to Victoria station Rooms were extremely comfortable and very clean Staff were friendly and helpful We were also able to take one of the city sightseeing bus tours from a stop nearby and was within walking distance of Buckingham Palace,9.6
31/10/2020, United Kingdom , Just needs a little bit of tlc but that s not a complaint , Great location with friendly staff nice and clean everywhere and good breakfast would definitely stay again so it s an 8 out of 10 from us ,8.8
31/10/2020, Australia , Breakfast was expensive and pretty standard fare There are other cafes nearby and coffee chains in the station that do better coffee , Located next to the Gare de Leon this was perfect for our needs although there are more attractive parts of Paris The staff were very helpful and the rooms were clean and reasonably sized by Paris standards Pool and gym available although we did not use them ,8.3
31/10/2020, United Kingdom ,No Negative, Friendly helpful staff,7.9
31/10/2020, Sweden ,No Negative, Great breakfast and a nice view from the room ,7.1
31/10/2020, United Kingdom , No real tea in room just fruit tea bags Homeless woman sleeping in corridor outside our room She was well known to staff so happens frequently ,No Positive,7.1
31/10/2020, United Kingdom , The TV didn t work properly It was switched off behind the set on the wall and when turned on the remote didn t work Breakfast The coffee didn t taste like coffee and the tea was weak and Earl Grey no choices given The fruit was good but a little unripe The bowl was little stained , The bed was very comfortable The staff were very pleasant and the room was clean The breakfast was generally good especially the pancake machine ,5.4
31/10/2020, United Kingdom , The room was very small the staff were apathetic, Bed really comfortable great location and room very clean,7.1
31/10/2020, United Kingdom , Hotel is very tired no bottled water in rooms even provided and bathroom very tiny ,No Positive,5
30/10/2020, United Kingdom ,No Negative, Very helpful staff and amazing interior,10
30/10/2020, United Kingdom , Nothing, The bedroom was brilliant and the food fantastic ,10
30/10/2020, Kuwait , Not allowing late check out, The staff were frienfly,7.1
30/10/2020, United Kingdom , The temperature in the room was so high it turned my shower gel into liquid We did wonder why the window was wide open when we entered the room for the first time A bad nights sleep as you sweat through the night on top of the bed or have the window open and listen to the city go about its buisiness all night long A shame as the bed was really comfortable The staff cannot make tea The breakfast is shocking first of all it cost 40 for two people for a bowl of serial and some fruit and the full English I had was made with the cheapest of ingredients in my opinion It was cheaper booked in advance but not much Weak tea and very strong coffee which we declined to have refilled when offered , The location and the staff are very good Except they haven t a clue on how to make tea,6.7
